"","observation_num","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
"206",206,39,"Private",138192,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"207",207,61,"Private",99784,"Masters",14,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",">50K"
"208",208,26,"Private",96467,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"209",209,48,"State-gov",327886,"Doctorate",16,"Divorced","Prof-specialty","Own-child","White","Male",0,0,50,"United-States",">50K"
"210",210,34,"Private",188798,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
"211",211,49,"Private",38563,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,56,"United-States",">50K"
"212",212,29,"Self-emp-not-inc",266855,"Bachelors",13,"Separated","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"213",213,44,"Private",48087,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"214",214,71,"Self-emp-not-inc",143437,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",10605,0,40,"United-States",">50K"
"215",215,51,"Self-emp-not-inc",160724,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,2415,40,"China",">50K"
"216",216,41,"Private",194636,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"217",217,32,"Private",270335,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Other-relative","White","Male",0,0,40,"Philippines",">50K"
"218",218,38,"Private",95336,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"219",219,23,"Private",205865,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,28,"United-States","<=50K"
"220",220,35,"Self-emp-not-inc",372525,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"221",221,37,"Private",183800,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,50,"United-States",">50K"
"222",222,42,"Self-emp-not-inc",177307,"Prof-school",15,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"United-States",">50K"
"223",223,40,"Private",170108,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"224",224,22,"Private",226508,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,50,"United-States","<=50K"
"225",225,30,"Private",87418,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"226",226,24,"Private",202570,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Black","Male",0,0,15,"United-States","<=50K"
"227",227,39,"Private",202027,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,45,"United-States",">50K"
"228",228,43,"Private",158926,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female",0,0,50,"South","<=50K"
"229",229,51,"Private",138022,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"230",230,47,"Private",21906,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
"231",231,41,"Private",132222,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,40,"United-States",">50K"
"232",232,31,"Private",111567,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"233",233,36,"Self-emp-inc",108293,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1977,45,"United-States",">50K"
"234",234,43,"Private",227065,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,43,"United-States",">50K"
"235",235,33,"Self-emp-not-inc",123424,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"236",236,32,"Private",288273,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,70,"Mexico","<=50K"
"237",237,48,"Private",164966,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"India",">50K"
"238",238,28,"Private",161538,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"239",239,67,"Private",105252,"Bachelors",13,"Widowed","Exec-managerial","Not-in-family","White","Male",0,2392,40,"United-States",">50K"
"240",240,40,"State-gov",188693,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
"241",241,46,"Private",187370,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,1504,40,"United-States","<=50K"
"242",242,45,"Private",89325,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"243",243,48,"Federal-gov",33109,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,58,"United-States",">50K"
"244",244,39,"Self-emp-inc",329980,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
"245",245,50,"Private",168212,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,65,"United-States",">50K"
"246",246,23,"Local-gov",115244,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,60,"United-States","<=50K"
"247",247,58,"Private",356067,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"248",248,38,"Private",173208,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States","<=50K"
"249",249,48,"Local-gov",123075,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
"250",250,30,"Private",201624,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,45,"?","<=50K"
"251",251,48,"Self-emp-inc",138370,"Masters",14,"Married-spouse-absent","Sales","Not-in-family","Asian-Pac-Islander","Male",0,0,50,"India","<=50K"
"252",252,44,"Private",167005,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,60,"United-States",">50K"
"253",253,28,"Private",187160,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,55,"United-States","<=50K"
"254",254,36,"Private",156667,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
"255",255,53,"Self-emp-not-inc",263925,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Canada",">50K"
"256",256,30,"Private",296453,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,40,"United-States",">50K"
"257",257,32,"Private",87643,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"258",258,49,"Local-gov",193960,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
"259",259,35,"Private",199352,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,80,"United-States",">50K"
"260",260,30,"Private",181651,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
"261",261,22,"Local-gov",34029,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"United-States","<=50K"
"262",262,48,"State-gov",55863,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,46,"United-States",">50K"
"263",263,27,"Private",137645,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Female",0,1590,40,"United-States","<=50K"
"264",264,22,"Private",191342,"Bachelors",13,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,50,"Taiwan","<=50K"
"265",265,43,"Private",173728,"Bachelors",13,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"266",266,29,"Private",201954,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"267",267,44,"Self-emp-not-inc",120539,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"268",268,31,"Private",196025,"Doctorate",16,"Married-spouse-absent","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,60,"China","<=50K"
"269",269,22,"Self-emp-not-inc",361280,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Male",0,0,20,"India","<=50K"
"270",270,45,"Self-emp-inc",149865,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States",">50K"
"271",271,41,"Private",118619,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,50,"United-States","<=50K"
"272",272,31,"Private",51259,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,47,"United-States","<=50K"
"273",273,41,"Private",118212,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",3103,0,40,"United-States",">50K"
"274",274,35,"Self-emp-inc",289430,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"Mexico",">50K"
"275",275,33,"Private",35378,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,45,"United-States",">50K"
"276",276,37,"State-gov",60227,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
"277",277,58,"Local-gov",205267,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
"278",278,53,"Private",288020,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Japan","<=50K"
"279",279,36,"Private",112497,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
"280",280,28,"Private",294936,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
"281",281,46,"Self-emp-not-inc",246212,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"282",282,40,"Private",214010,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,37,"United-States","<=50K"
"283",283,33,"Private",354573,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,44,"United-States",">50K"
"284",284,28,"State-gov",445824,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,50,"United-States",">50K"
"285",285,26,"Private",227332,"Bachelors",13,"Never-married","Transport-moving","Unmarried","Asian-Pac-Islander","Male",0,0,40,"?","<=50K"
"286",286,33,"Private",114691,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
"287",287,50,"Private",133963,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,40,"United-States",">50K"
"288",288,65,"Private",350498,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",10605,0,20,"United-States",">50K"
"289",289,88,"Self-emp-not-inc",206291,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"290",290,25,"Private",404616,"Masters",14,"Married-civ-spouse","Farming-fishing","Not-in-family","White","Male",0,0,99,"United-States",">50K"
"291",291,40,"Private",216237,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States",">50K"
"292",292,36,"Private",416745,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"293",293,51,"?",165637,"Masters",14,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
"294",294,24,"State-gov",191269,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,65,"United-States","<=50K"
"295",295,27,"Local-gov",247507,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,35,"United-States","<=50K"
"296",296,28,"Private",444304,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
"297",297,49,"Local-gov",116892,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"298",298,59,"Private",151616,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States","<=50K"
"299",299,30,"Local-gov",235271,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"300",300,37,"Private",166497,"Bachelors",13,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"301",301,44,"Private",344060,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"302",302,61,"Self-emp-inc",113544,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"303",303,38,"Private",79619,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,42,"United-States",">50K"
"304",304,54,"Private",99185,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,45,"United-States",">50K"
"305",305,63,"?",150389,"Bachelors",13,"Widowed","?","Not-in-family","White","Female",0,0,40,"United-States",">50K"
"306",306,31,"Private",231263,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",4650,0,45,"United-States","<=50K"
"307",307,38,"Private",200818,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"308",308,38,"Private",22245,"Masters",14,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,72,"?",">50K"
"309",309,36,"Private",354078,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"310",310,75,"Self-emp-not-inc",208426,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","<=50K"
"311",311,46,"Private",265266,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
"312",312,27,"Private",175034,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"313",313,35,"Private",33975,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States",">50K"
"314",314,54,"Self-emp-inc",166459,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,60,"United-States",">50K"
"315",315,51,"Self-emp-inc",229465,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
"316",316,38,"Private",65466,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"317",317,43,"Federal-gov",369468,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"318",318,38,"Private",189623,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
"319",319,44,"Local-gov",409505,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"320",320,47,"Private",200734,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,45,"United-States","<=50K"
"321",321,51,"Local-gov",152754,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
"322",322,46,"Private",129007,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,40,"United-States",">50K"
"323",323,67,"Private",171584,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",6514,0,7,"United-States",">50K"
"324",324,47,"Self-emp-not-inc",370119,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,50,"United-States",">50K"
"325",325,37,"Private",37238,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"326",326,46,"Private",279661,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,35,"United-States","<=50K"
